MonthYear,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,RecordCount
201406,ARM,4,4,-10,2
201406,AUS,4,5,-25,5
201406,AUS,3,2,-167,28
201406,AUS,4,2,-10,2
201406,AUS,4,4,-380,73
201406,AUS,3,3,-51,13
201406,AUS,3,4,-14,7
201406,AUS,4,1,-131,26
201406,AUS,4,3,-344.2,38
201406,AUT,4,1,-28,4
201406,BEL,4,3,-30,3
201406,BGD,3,4,-2,1
201406,BOL,4,1,-8,2
201406,BRA,4,3,-10,1
201406,BRA,4,5,-18.4,2
201406,BRA,3,4,-15,3
201406,BRA,3,2,-71.5,11
201406,BRN,4,4,-35,7
201406,BRN,4,1,-76,19
201406,BRN,4,5,-20,4
201406,BRN,4,3,-515,52
201406,BRN,3,2,-26,4
201406,BRN,3,4,-7,2
201406,CAN,4,4,-124,23
201406,CAN,3,4,-6,3
201406,CAN,4,5,-120,24
201406,CAN,4,3,-120,12
201406,CAN,4,1,-82,20
201406,CAN,3,2,-6.5,1
201406,CHE,3,2,-32.5,5
201406,CHE,4,3,-30,3
201406,CHE,1,5,-0.3,1
201406,CHL,4,4,-10,2
201406,CHL,3,2,-39,6
201406,CMR,4,3,-14.4,2
201406,CMR,4,4,-29,4
201406,COL,4,3,-18,2
201406,CUB,4,4,-5,1
201406,CYM,4,5,-9.2,1
201406,CYP,4,2,-5,1
201406,CZE,4,3,-20,2
201406,DEU,3,2,-6.5,1
201406,DEU,3,4,-12,6
201406,DEU,4,4,-5,1
201406,DEU,4,3,-30,3
201406,DJI,4,2,-10,2
201406,DNK,4,3,-9.5,1
201406,ECU,3,4,-6,3
201406,ECU,4,3,-60,6
201406,ECU,3,2,-39,6
201406,EGY,4,3,-67,7
201406,EGY,3,3,-7,1
201406,EGY,4,4,-30,6
201406,ESP,4,3,-30,3
201406,ESP,3,3,-21,3
201406,ESP,4,4,-87.5,11
201406,ETH,4,4,-10,2
201406,ETH,4,3,-60,6
201406,FIN,4,4,-5,1
201406,FIN,3,2,-6.5,1
201406,FJI,4,4,-9.5,1
201406,FRA,3,3,-20,4
201406,FRA,4,1,-4,1
201406,FRA,3,2,-65,10
201406,FRA,4,4,-5,1
201406,FRA,4,3,-140,14
201406,GBR,3,2,-156.5,25
201406,GBR,4,4,-217.6,38
201406,GBR,4,3,-235,24
201406,GBR,4,2,-15,3
201406,GBR,3,4,-21,9
201406,GBR,3,1,-31.6,6
201406,GBR,3,3,-28,4
201406,GBR,4,1,-138,31
201406,GBR,3,5,-5,1
201406,GBR,2,5,-4,2
201406,GBR,4,5,-339.8,67
201406,GHA,4,3,-10,1
201406,GHA,4,4,-21.6,3
201406,GRC,4,3,-78,8
201406,GRC,4,4,-58.2,9
201406,GRC,4,1,-36,9
201406,HKG,4,4,-10,1
201406,HRV,4,5,-9.2,1
201406,IDN,4,3,-49,5
201406,IDN,4,5,-80,16
201406,IDN,3,2,-26,4
201406,IDN,4,1,-20,4
201406,IDN,4,4,-30,6
201406,IDN,3,4,-10,2
201406,IDN,1,2,-0.6,2
201406,IND,4,2,-15,3
201406,IND,4,5,-35,7
201406,IND,4,4,-60,12
201406,IND,3,2,-206.5,31
201406,IND,4,1,-15,3
201406,IND,4,3,-114.4,12
201406,IRL,4,4,-5,1
201406,IRN,3,1,-60,12
201406,IRN,3,2,-30,4
201406,IRN,3,3,-21,3
201406,IRN,4,4,-10,2
201406,IRN,4,1,-110,17
201406,IRN,4,3,-9.5,1
201406,IRQ,4,1,-344,80
201406,IRQ,3,3,-7,1
201406,IRQ,4,3,-346,35
201406,IRQ,4,4,-45,5
201406,ISR,3,4,-8,4
201406,ISR,4,1,-36,7
201406,ISR,4,4,-23,3
201406,ISR,3,3,-14,2
201406,ISR,3,2,-19.5,3
201406,ISR,4,3,-80,8
201406,ITA,4,4,-15,3
201406,ITA,3,2,-26,4
201406,ITA,4,1,-7,1
201406,JAM,4,4,-9,1
201406,JAM,4,3,-46,5
201406,JAM,3,4,-5,1
201406,JOR,4,5,-10,2
201406,JPN,3,4,-138,66
201406,JPN,4,1,-78,15
201406,JPN,3,2,-807,124
201406,JPN,2,5,-14,7
201406,JPN,4,4,-884.4,126
201406,JPN,3,3,-92,20
201406,JPN,1,3,-0.6,2
201406,JPN,3,1,-53.2,10
201406,JPN,4,5,-329.2,44
201406,JPN,3,5,-12,6
201406,JPN,4,3,-1327.4,139
201406,KAZ,4,1,-14,2
201406,KAZ,4,5,-5,1
201406,KAZ,4,4,-5,1
201406,KEN,3,3,-10,2
201406,KEN,4,5,-5,1
201406,KEN,3,4,-2,1
201406,KEN,4,3,-77.2,8
201406,KEN,4,4,-60,8
201406,KGZ,4,1,-14,2
201406,KGZ,4,5,-50,10
201406,KGZ,3,4,-2,1
201406,KGZ,4,3,-38,4
201406,KHM,4,4,-38.5,5
201406,KHM,3,2,-20.5,3
201406,KHM,4,1,-8,2
201406,KHM,4,3,-47.8,6
201406,KOR,4,4,-207.6,29
201406,KOR,4,1,-76,13
201406,KOR,3,4,-2,1
201406,KOR,4,5,-215,43
201406,KOR,4,3,-445.5,45
201406,KOR,3,2,-58.5,9
201406,KWT,4,4,-5,1
201406,LAO,4,1,-110,22
201406,LAO,3,5,-35,7
201406,LBN,4,3,-10,1
201406,LBR,4,4,-40,8
201406,LKA,4,3,-20,2
201406,LKA,3,2,-45.5,7
201406,LKA,4,4,-135,27
201406,MAR,4,5,-10,2
201406,MEX,3,2,-13,2
201406,MEX,4,5,-5,1
201406,MEX,4,3,-60,6
201406,MMR,4,5,-5,1
201406,MMR,3,5,-30,6
201406,MMR,3,3,-14,2
201406,MMR,4,4,-43,7
201406,MMR,3,1,-5,1
201406,MMR,4,3,-47.5,5
201406,MNG,3,2,-5,1
201406,MYS,3,4,-4,2
201406,MYS,3,5,-20,4
201406,MYS,1,2,-0.6,2
201406,MYS,4,3,-221.2,23
201406,MYS,4,4,-478.2,63
201406,MYS,3,2,-108,19
201406,MYS,4,5,-15,3
201406,MYS,4,1,-45,9
201406,NGA,4,5,-10,2
201406,NGA,4,4,-90,10
201406,NGA,3,4,-2,1
201406,NGA,3,5,-4,2
201406,NGA,4,3,-40,4
201406,NLD,3,4,-2,1
201406,NOR,4,3,-14.4,2
201406,NPL,3,2,-13,2
201406,NPL,4,3,-29,3
201406,NPL,4,4,-30,5
201406,NPL,4,5,-10,2
201406,NZL,4,2,-5,1
201406,NZL,4,5,-10,2
201406,NZL,3,2,-6.5,1
201406,NZL,4,3,-29.5,3
201406,NZL,4,4,-30,6
201406,NZL,4,1,-8,1
201406,PAK,3,1,-30,6
201406,PAK,4,1,-20,5
201406,PAK,4,3,-350.6,36
201406,PAK,4,4,-187,31
201406,PAK,3,2,-45.5,7
201406,PAK,4,5,-35,7
201406,PHL,3,4,-179,82
201406,PHL,1,3,-0.6,2
201406,PHL,3,2,-561,86
201406,PHL,4,5,-139.2,27
201406,PHL,4,4,-696,105
201406,PHL,4,3,-906.2,94
201406,PHL,3,3,-54,11
201406,PHL,4,1,-53,13
201406,PHL,3,5,-28,7
201406,PHL,3,1,-37.4,7
201406,PRK,4,1,-62,12
201406,PRK,3,4,-4,2
201406,PRK,3,1,-20,4
201406,PRK,4,4,-420,68
201406,PRK,2,5,-12,6
201406,PRK,4,3,-618.4,64
201406,PRK,3,2,-13,2
201406,PRT,3,3,-2,1
201406,PRT,4,3,-7.2,1
201406,PRT,4,5,-5,1
201406,QAT,3,4,-5,1
201406,QAT,4,4,-15,3
201406,QAT,4,3,-17.2,2
201406,QAT,3,2,-19.5,3
201406,RUS,4,1,-240,37
201406,RUS,4,4,-34,6
201406,RUS,3,1,-10,2
201406,RUS,3,4,-30,15
201406,RUS,4,3,-393.7,43
201406,RUS,3,2,-13,2
201406,RUS,3,3,-49,7
201406,RUS,4,5,-15,3
201406,SAU,3,4,-4,2
201406,SAU,4,4,-40,8
201406,SAU,4,1,-16,2
201406,SGP,4,4,-59.4,9
201406,SGP,4,3,-48.5,5
201406,SGP,3,2,-13,2
201406,SGP,4,5,-15,3
201406,SOM,4,3,-57.5,6
201406,SOM,4,1,-36,9
201406,SOM,4,4,-30,3
201406,SOM,3,3,-7,1
201406,SWE,4,4,-5,1
201406,SYR,3,2,-13,2
201406,SYR,3,3,-7,1
201406,SYR,4,5,-35,7
201406,SYR,3,4,-2,1
201406,SYR,4,3,-70,7
201406,THA,3,4,-5,1
201406,THA,4,3,-105.8,12
201406,THA,3,3,-14,2
201406,THA,4,4,-93,17
201406,THA,3,2,-39,6
201406,THA,4,1,-40,10
201406,TJK,4,1,-7,1
201406,TJK,4,3,-36,5
201406,TUR,4,4,-18,2
201406,TUR,4,5,-27.6,3
201406,TUR,4,3,-9.5,1
201406,TZA,4,4,-25,5
201406,TZA,4,3,-20,2
201406,UGA,4,3,-10,1
201406,UGA,4,4,-40,5
201406,UKR,3,1,-5,1
201406,UKR,4,3,-269,27
201406,USA,3,1,-32.4,6
201406,USA,3,2,-749.5,137
201406,USA,4,2,-195,39
201406,USA,1,3,-1.2,4
201406,USA,3,3,-107,21
201406,USA,3,4,-213,75
201406,USA,4,1,-448,90
201406,USA,3,5,-38,11
201406,USA,4,4,-2183.2,398
201406,USA,4,3,-3196,338
201406,USA,4,5,-655.2,126
201406,USA,1,5,-5.1,17
201406,UZB,4,3,-40,4
201406,UZB,4,1,-7,1
201406,VEN,4,1,-7,1
201406,VEN,3,2,-19.5,3
201406,VEN,4,3,-30,3
201406,VNM,4,2,-5,1
201406,VNM,3,4,-241,98
201406,VNM,1,3,-3.3,11
201406,VNM,3,3,-304,62
201406,VNM,1,5,-0.3,1
201406,VNM,4,5,-478.8,63
201406,VNM,4,3,-5244,534
201406,VNM,3,2,-990,153
201406,VNM,4,4,-584.3,89
201406,VNM,4,1,-264,61
201406,VNM,3,1,-55,11
201406,YEM,4,3,-50,5
201406,YEM,4,5,-5,1
201406,YEM,4,4,-5,1
201406,ZMB,4,1,-16,4
201406,ZMB,3,2,-10,2
201406,ZMB,3,4,-8,4
201406,ZMB,4,4,-46,6
201406,ZMB,3,3,-2,1
201406,ZMB,4,3,-20,2
201406,ZWE,4,3,-30,3
201407,AFG,4,5,-75,15
201407,AFG,3,4,-8,4
201407,AFG,4,1,-7,1
201407,AFG,3,3,-21,3
201407,AFG,4,4,-45.6,6
201407,AFG,4,3,-69,7
201407,ARG,4,3,-70,7
201407,ARG,4,4,-24,4
201407,ARG,4,1,-27,6
201407,ARG,3,2,-26,4
201407,ARG,4,5,-15,3
201407,ARM,4,3,-20,2
201407,ARM,4,4,-5,1
201407,AUS,3,3,-14,7
201407,AUS,3,2,-26,4
201407,AUS,4,5,-60,12
201407,AUS,4,3,-452.8,51
201407,AUS,4,4,-263.8,50
201407,AUS,3,4,-34,11
201407,AUS,3,5,-9,3
201407,AUS,4,1,-39,9
201407,AUT,4,3,-9.5,1
201407,AUT,3,1,-20,4
201407,AUT,4,1,-14,2
201407,AZE,4,4,-5,1
201407,BEL,4,4,-9,1
201407,BGD,4,3,-37.5,4
201407,BHR,4,3,-10,1
201407,BLR,4,3,-30,3
201407,BLR,4,4,-10,2
201407,BRA,4,3,-19.5,2
201407,BRA,4,4,-35,7
201407,BRA,4,5,-45,9
201407,BRA,3,1,-5.8,1
201407,BRA,3,2,-39,6
201407,BRN,4,4,-49,9
201407,BRN,2,5,-16,8
201407,BRN,4,5,-5,1
201407,BRN,4,3,-238,25
201407,CAN,4,2,-15,3
201407,CAN,3,5,-16,4
201407,CAN,1,5,-2.4,8
201407,CAN,4,3,-369.9,38
201407,CAN,3,2,-32.5,5
201407,CAN,4,1,-55,11
201407,CAN,3,4,-78,24
201407,CAN,3,1,-11.6,2
201407,CAN,3,3,-30,15
201407,CAN,4,5,-142.8,21
201407,CAN,4,4,-230,39
201407,CHE,4,5,-20,4
201407,CHE,4,3,-19,2
201407,CHE,4,1,-20,5
201407,CHE,4,4,-10,2
201407,CMR,4,3,-9.5,1
201407,CMR,4,4,-18,2
201407,CUB,4,3,-40,4
201407,CYM,4,3,-10,1
201407,CYP,3,3,-7,1
201407,CZE,4,3,-30,3
201407,DEU,4,4,-15,3
201407,DEU,3,1,-15,3
201407,DEU,3,2,-78,12
201407,DEU,3,3,-105,15
201407,DEU,4,3,-87,9
201407,DEU,3,4,-37,8
201407,DEU,4,5,-25,5
201407,ECU,4,5,-5,1
201407,EGY,4,3,-100,10
201407,EGY,3,3,-28,4
201407,ESP,4,3,-10,1
201407,ESP,4,4,-10,2
201407,ESP,4,5,-15,3
201407,ETH,4,4,-15,3
201407,ETH,3,2,-13,2
201407,FJI,4,4,-10,2
201407,FRA,4,3,-108.5,11
201407,FRA,4,4,-15,3
201407,FRA,4,1,-32,8
201407,FRA,3,4,-12,6
201407,FRA,3,2,-143,22
201407,FRA,3,1,-10,2
201407,FRA,4,5,-10,2
201407,FRA,1,3,-1.2,4
201407,FRA,3,3,-2,1
201407,FSM,3,3,-56,8
201407,GBR,4,4,-516.9,96
201407,GBR,3,4,-31,11
201407,GBR,3,1,-25,5
201407,GBR,3,5,-2,1
201407,GBR,3,2,-325,50
201407,GBR,3,3,-21,3
201407,GBR,4,5,-194.2,38
201407,GBR,4,3,-250.9,26
201407,GBR,4,1,-8,2
201407,GHA,4,4,-5,1
201407,GHA,4,3,-20,2
201407,GIN,3,5,-4,2
201407,GRC,4,4,-45,8
201407,GRC,4,3,-164.5,17
201407,GUY,4,3,-10,1
201407,GUY,4,4,-5,1
201407,HKG,4,4,-10,1
201407,HKG,3,2,-6.5,1
201407,HKG,4,3,-29,3
201407,IDN,4,5,-50,10
201407,IDN,3,2,-22.5,3
201407,IDN,4,4,-34.4,6
201407,IDN,4,3,-29.5,3
201407,IND,4,1,-8,2
201407,IND,3,1,-20,4
201407,IND,4,3,-119,12
201407,IND,3,2,-39,6
201407,IND,4,5,-48.4,8
201407,IND,3,5,-24,6
201407,IND,4,4,-71,12
201407,IRL,4,5,-10,2
201407,IRL,4,4,-45,8
201407,IRN,4,1,-30,6
201407,IRN,4,3,-50,5
201407,IRN,3,3,-28,4
201407,IRN,4,4,-40,5
201407,IRN,3,1,-74,14
201407,IRQ,4,4,-60,7
201407,IRQ,4,3,-80,8
201407,IRQ,4,1,-12,3
201407,IRQ,3,4,-20,4
201407,ISR,3,3,-59,9
201407,ISR,1,3,-13.5,45
201407,ISR,4,1,-44,8
201407,ISR,4,3,-493,50
201407,ISR,4,5,-28.4,4
201407,ISR,3,4,-25,5
201407,ISR,4,4,-73.6,9
201407,ISR,3,2,-13,2
201407,ITA,3,2,-26,4
201407,ITA,4,4,-73,13
201407,ITA,4,3,-80,8
201407,JAM,4,5,-15,3
201407,JOR,4,3,-10,1
201407,JOR,3,3,-14,2
201407,JPN,3,3,-81,18
201407,JPN,3,2,-512,78
201407,JPN,3,1,-68.2,13
201407,JPN,4,5,-139.4,22
201407,JPN,3,5,-28,14
201407,JPN,4,3,-2466.1,254
201407,JPN,4,4,-2105.1,302
201407,JPN,4,1,-144,30
201407,JPN,3,4,-82,41
201407,JPN,4,2,-5,1
201407,KAZ,4,3,-20,2
201407,KEN,3,3,-7,1
201407,KEN,3,5,-4,2
201407,KEN,4,3,-30,3
201407,KGZ,4,3,-19,2
201407,KGZ,4,5,-35,7
201407,KGZ,4,1,-5,1
201407,KHM,4,1,-56,10
201407,KHM,4,3,-98,10
201407,KHM,4,4,-85,17
201407,KOR,3,3,-55,10
201407,KOR,3,5,-5,1
201407,KOR,4,5,-109.2,21
201407,KOR,3,2,-40,6
201407,KOR,3,1,-27.4,5
201407,KOR,4,3,-764.2,77
201407,KOR,3,4,-6,3
201407,KOR,4,4,-209,37
201407,KOR,4,1,-166,34
201407,LAO,4,5,-10,2
201407,LBR,4,4,-21.6,3
201407,LKA,4,3,-38.5,4
201407,LKA,4,4,-43,6
201407,LKA,3,3,-14,2
201407,LUX,4,4,-15,3
201407,LVA,3,2,-6.5,1
201407,LVA,4,3,-30,3
201407,MAC,3,2,-6.5,1
201407,MAC,4,4,-10,2
201407,MEX,4,4,-9.5,1
201407,MEX,4,5,-20,4
201407,MEX,4,1,-84,12
201407,MEX,4,3,-40,4
201407,MKD,4,3,-30,3
201407,MKD,3,2,-13,2
201407,MLI,4,4,-35,7
201407,MLT,3,1,-5,1
201407,MMR,4,5,-45,9
201407,MMR,3,2,-13,2
201407,MMR,4,1,-14,2
201407,MMR,4,4,-95,19
201407,MMR,4,3,-58.5,6
201407,MMR,3,4,-2,1
201407,MNG,4,4,-5,1
201407,MOZ,3,3,-14,2
201407,MOZ,4,4,-9,1
201407,MYS,4,3,-96.7,10
201407,MYS,4,5,-61.8,9
201407,MYS,4,2,-5,1
201407,MYS,3,1,-17.4,3
201407,MYS,4,4,-320,40
201407,MYS,2,3,-10,5
201407,MYS,3,4,-4,2
201407,MYS,4,1,-34,8
201407,MYS,3,3,-14,2
201407,MYS,3,2,-84.5,13
201407,NAM,4,5,-5,1
201407,NAM,4,4,-10,2
201407,NGA,4,3,-144,15
201407,NGA,4,4,-18,2
201407,NGA,4,2,-10,2
201407,NLD,3,2,-13,2
201407,NOR,4,3,-10,1
201407,NOR,3,2,-79.5,11
201407,NPL,4,5,-30,6
201407,NPL,4,3,-19.5,2
201407,NPL,4,4,-55,11
201407,NPL,3,2,-15,2
201407,NZL,4,1,-19,4
201407,NZL,4,3,-50,5
201407,NZL,3,4,-2,1
201407,NZL,4,4,-55,10
201407,OMN,4,1,-7,1
201407,OMN,3,4,-10,2
201407,PAK,4,4,-97.8,17
201407,PAK,3,2,-19.5,3
201407,PAK,4,5,-105,21
201407,PAK,4,1,-16,4
201407,PAK,3,5,-4,2
201407,PAK,4,3,-342.9,35
201407,PHL,3,5,-15,3
201407,PHL,2,5,-2,1
201407,PHL,4,1,-42,10
201407,PHL,4,3,-546.7,57
201407,PHL,4,4,-471.5,80
201407,PHL,3,2,-108,17
201407,PHL,4,5,-117.8,16
201407,PHL,1,5,-0.3,1
201407,PHL,1,3,-1.8,6
201407,PHL,3,4,-46,23
201407,PHL,4,2,-5,1
201407,PHL,3,3,-8,4
201407,POL,4,4,-10,2
201407,POL,4,5,-50,10
201407,PRK,4,1,-107,19
201407,PRK,4,3,-825.7,85
201407,PRK,2,5,-2,1
201407,PRK,3,2,-19.5,3
201407,PRK,3,3,-28,4
201407,PRK,4,4,-403.4,62
201407,PRK,4,5,-68.4,12
201407,PRK,3,1,-48.2,9
201407,PRK,4,2,-10,2
201407,PRK,3,4,-20,7
201407,PRT,4,4,-5,1
201407,PRT,4,5,-5.6,1
201407,PRT,3,2,-19.5,3
201407,QAT,4,3,-80,8
201407,QAT,3,4,-17,4
201407,QAT,4,5,-5,1
201407,QAT,4,4,-5,1
201407,RUS,3,1,-35,7
201407,RUS,3,3,-98,14
201407,RUS,2,3,-8,4
201407,RUS,4,2,-10,2
201407,RUS,4,3,-676.3,71
201407,RUS,3,4,-16,8
201407,RUS,3,2,-60.5,10
201407,RUS,4,4,-124.5,18
201407,RUS,4,1,-222,39
201407,RUS,4,5,-81.8,13
201407,SAU,4,5,-30,6
201407,SAU,4,4,-64,9
201407,SDN,4,3,-30,3
201407,SDN,4,4,-51.6,6
201407,SDN,4,1,-8,2
201407,SGP,4,4,-139.5,26
201407,SGP,4,1,-33,8
201407,SGP,3,4,-4,2
201407,SGP,4,3,-237.3,25
201407,SOM,4,1,-12,3
201407,SVK,4,5,-5,1
201407,SVK,4,1,-20,5
201407,SYR,4,1,-200,25
201407,SYR,4,3,-70,7
201407,SYR,1,3,-0.3,1
201407,THA,4,2,-5,1
201407,THA,4,3,-248,26
201407,THA,3,2,-13,2
201407,THA,4,5,-15,3
201407,THA,4,4,-85,17
201407,THA,4,1,-19,4
201407,THA,3,4,-4,2
201407,TJK,4,3,-41.6,5
201407,TJK,4,5,-80,16
201407,TJK,4,4,-9.5,1
201407,TUR,4,1,-12,3
201407,TUR,4,3,-9.5,1
201407,TUR,3,4,-6,3
201407,TUR,4,4,-20,4
201407,TZA,4,4,-20,4
201407,TZA,4,5,-40,8
201407,UGA,3,5,-2,1
201407,UGA,3,4,-12,3
201407,UGA,4,3,-59.5,6
201407,UGA,4,4,-395,55
201407,UKR,1,3,-1.2,4
201407,UKR,4,1,-4,1
201407,UKR,4,3,-120,12
201407,UKR,3,3,-4,2
201407,UKR,4,4,-25,5
201407,USA,4,2,-155,31
201407,USA,3,2,-475,75
201407,USA,4,4,-3025,555
201407,USA,1,2,-2.7,9
201407,USA,3,5,-60,16
201407,USA,1,3,-0.3,1
201407,USA,3,3,-266,50
201407,USA,4,3,-5171,535
201407,USA,1,5,-2.4,8
201407,USA,3,1,-115.8,23
201407,USA,3,4,-331,116
201407,USA,4,1,-465,99
201407,USA,4,5,-1444.2,225
201407,USA,2,5,-4,2
201407,VNM,4,5,-223,32
201407,VNM,4,2,-15,3
201407,VNM,3,5,-30,6
201407,VNM,3,2,-685.5,106
201407,VNM,3,3,-237,48
201407,VNM,2,5,-8,4
201407,VNM,4,3,-2995.9,303
201407,VNM,4,1,-273,50
201407,VNM,3,4,-65,25
201407,VNM,4,4,-776.4,145
201407,YEM,4,4,-30,3
201407,ZAF,4,3,-79.5,8
201407,ZAF,4,4,-60,12
201407,ZMB,4,3,-27.5,3
201407,ZMB,3,4,-2,1
201407,ZMB,4,1,-4,1
201407,ZMB,4,5,-5,1
201407,ZWE,4,4,-65,13
201408,AFG,3,3,-98,23
201408,AFG,4,5,-15,3
201408,AFG,4,3,-104.4,11
201408,AFG,4,1,-5,1
201408,ARE,3,4,-2,1
201408,ARE,4,3,-18,2
201408,ARG,4,3,-10,1
201408,ARG,4,4,-24.5,4
201408,ARM,4,3,-20,2
201408,ARM,4,4,-20,4
201408,ARM,3,3,-2,1
201408,AUS,3,2,-26,4
201408,AUS,4,5,-98.4,18
201408,AUS,3,3,-14,2
201408,AUS,4,3,-1495.9,155
201408,AUS,4,4,-287,44
201408,AUS,3,5,-5,1
201408,AUS,3,1,-72.2,13
201408,AUS,3,4,-40,8
201408,AUS,4,1,-45,10
201408,AUT,4,5,-15,3
201408,AZE,4,3,-30,3
201408,BGD,4,3,-19.5,2
201408,BGD,3,2,-26,4
201408,BGD,3,4,-4,2
201408,BGR,4,4,-10,2
201408,BGR,4,5,-9.2,1
201408,BGR,4,3,-10,1
201408,BOL,3,1,-15,3
201408,BRA,3,4,-14,7
201408,BRA,4,4,-5,1
201408,BRA,4,3,-20,2
201408,BRA,4,5,-15,3
201408,BRN,4,5,-5,1
201408,BRN,3,3,-210,30
201408,BRN,4,4,-26.6,4
201408,BRN,3,2,-13,2
201408,BRN,3,1,-20,4
201408,BRN,4,3,-246.4,26
201408,BRN,4,1,-4,1
201408,BRN,3,4,-24,9
201408,CAN,3,5,-94,47
201408,CAN,4,1,-55,13
201408,CAN,4,2,-100,20
201408,CAN,4,3,-572.5,58
201408,CAN,3,2,-12,3
201408,CAN,4,4,-1168,209
201408,CAN,4,5,-216.8,40
201408,CAN,3,3,-26,13
201408,CAN,3,4,-109,29
201408,CAN,3,1,-20,4
201408,CHE,4,3,-50,5
201408,CHE,3,2,-26,4
201408,CHE,4,5,-5,1
201408,CHL,3,2,-26,4
201408,CMR,4,4,-9,1
201408,COL,4,5,-10,2
201408,CYP,4,4,-5,1
201408,CYP,3,4,-12,3
201408,CZE,4,3,-38,4
201408,CZE,4,4,-10,2
201408,CZE,3,2,-39,6
201408,DEU,4,3,-280,28
201408,DEU,3,4,-24,6
201408,DEU,4,4,-315,61
201408,DEU,4,1,-46,7
201408,DEU,4,5,-25,5
201408,DJI,4,3,-10,1
201408,DNK,4,3,-40,4
201408,EGY,4,1,-32,4
201408,EGY,4,3,-40,4
201408,EGY,4,4,-10,2
201408,EGY,3,1,-15,3
201408,EGY,3,2,-32.5,5
201408,ESP,4,4,-35,7
201408,ESP,4,3,-20,2
201408,FIN,3,4,-4,2
201408,FRA,4,5,-33.4,5
201408,FRA,3,4,-9,3
201408,FRA,4,3,-227.5,23
201408,FRA,4,4,-71.5,10
201408,FRA,3,1,-5.8,1
201408,GBR,3,3,-28,4
201408,GBR,4,5,-55,11
201408,GBR,3,4,-58,14
201408,GBR,4,4,-807.5,136
201408,GBR,4,1,-23,5
201408,GBR,3,2,-45.5,7
201408,GBR,4,3,-277.5,28
201408,GHA,4,4,-59,11
201408,GHA,4,5,-5,1
201408,GHA,4,3,-40,4
201408,GRC,4,4,-10,2
201408,GRC,4,3,-69.5,7
201408,GRC,4,1,-102,18
201408,HKG,3,4,-8,4
201408,IDN,4,3,-158,16
201408,IDN,4,5,-70,14
201408,IDN,4,4,-72,12
201408,IDN,4,1,-4,1
201408,IDN,3,2,-135,20
201408,IND,3,2,-28,4
201408,IND,3,4,-7,2
201408,IND,3,3,-16,3
201408,IND,4,4,-44.4,8
201408,IND,4,3,-161.5,18
201408,IND,4,5,-230,46
201408,IRL,4,3,-9,1
201408,IRL,3,2,-19.5,3
201408,IRL,4,4,-10,2
201408,IRL,4,5,-5,1
201408,IRN,4,1,-126,18
201408,IRN,3,1,-20,4
201408,IRN,4,5,-25,5
201408,IRN,4,4,-57,9
201408,IRN,3,3,-7,1
201408,IRN,4,3,-30,3
201408,IRQ,4,3,-148.5,15
201408,IRQ,3,2,-13,2
201408,IRQ,4,1,-12,3
201408,IRQ,4,4,-50,8
201408,ISR,1,3,-2.4,8
201408,ISR,1,2,-0.3,1
201408,ISR,4,5,-20,4
201408,ISR,4,4,-35,7
201408,ISR,4,3,-140,14
201408,ISR,3,4,-19,5
201408,ISR,3,3,-21,3
201408,ISR,4,1,-35,5
201408,ITA,4,3,-10,1
201408,ITA,4,4,-38,6
201408,ITA,4,1,-12,3
201408,ITA,3,1,-20,4
201408,ITA,4,5,-39.2,7
201408,ITA,3,2,-13,2
201408,JAM,3,2,-6.5,1
201408,JOR,4,4,-80,8
201408,JPN,4,5,-436.8,84
201408,JPN,3,2,-230,34
201408,JPN,4,4,-1002.6,144
201408,JPN,3,1,-80,16
201408,JPN,3,3,-51,13
201408,JPN,2,5,-2,1
201408,JPN,3,5,-34,17
201408,JPN,4,3,-1697.5,174
201408,JPN,3,4,-73,23
201408,JPN,4,1,-84,21
201408,KAZ,4,3,-36,5
201408,KEN,4,5,-10,2
201408,KEN,4,4,-10,2
201408,KEN,4,3,-30,3
201408,KEN,4,1,-12,3
201408,KGZ,4,3,-43.2,6
201408,KHM,4,4,-135,27
201408,KHM,4,3,-19,2
201408,KHM,3,2,-28,4
201408,KOR,3,5,-8,4
201408,KOR,3,4,-2,1
201408,KOR,4,5,-139.2,27
201408,KOR,3,1,-25,5
201408,KOR,4,2,-5,1
201408,KOR,4,1,-25,5
201408,KOR,3,2,-119,22
201408,KOR,4,4,-810.4,104
201408,KOR,4,3,-447.5,45
201408,LAO,4,3,-28.5,3
201408,LAO,4,4,-15,3
201408,LBR,4,3,-30,3
201408,LKA,2,5,-2,1
201408,LKA,4,3,-70,7
201408,LKA,4,4,-15,3
201408,LTU,4,5,-5,1
201408,MAC,3,2,-13,2
201408,MEX,4,5,-15,3
201408,MEX,4,4,-25,3
201408,MEX,4,3,-30,3
201408,MEX,3,2,-39,6
201408,MKD,4,5,-5,1
201408,MLI,4,4,-15,3
201408,MMR,4,5,-5,1
201408,MMR,3,1,-5,1
201408,MMR,3,4,-22,11
201408,MMR,4,4,-61.6,11
201408,MMR,4,3,-68,7
201408,MNG,3,2,-6.5,1
201408,MNG,4,3,-200,20
201408,MNG,4,1,-63,9
201408,MNG,3,4,-24,12
201408,MNG,4,4,-10,2
201408,MYS,4,5,-15,3
201408,MYS,4,4,-238.2,36
201408,MYS,4,2,-20,4
201408,MYS,3,3,-27,6
201408,MYS,4,1,-92,23
201408,MYS,4,3,-170,17
201408,MYS,3,2,-32.5,5
